1 0.0 0
1 0.0 1
1 0.0 2
1 0.0 3
1 0.0 4
1 0.009016994374947407 5
1 0.06812455268467799 6
1 0.12577929156507273 7
1 0.18175367410171533 8
1 0.23582679497899667 9
1 0.28778525229247315 10
1 0.33742398974868976 11
1 0.38454710592868874 12
1 0.42896862742141156 13
1 0.47051324277578926 14
1 0.5090169943749474 15
1 0.544327925502015 16
1 0.5763066800438637 17
1 0.6048270524660195 18
1 0.6297764858882515 19
1 0.6510565162951536 20
1 0.668583161128631 21
1 0.6822872507286888 22
1 0.6921147013144779 23
1 0.6980267284282715 24
1 0.7 25
1 0.6980267284282715 26
1 0.6921147013144777 27
1 0.6822872507286886 28
1 0.668583161128631 29
1 0.6510565162951536 30
1 0.6297764858882513 31
1 0.6048270524660195 32
1 0.5763066800438634 33
1 0.544327925502015 34
1 0.5090169943749474 35
1 0.47051324277578926 36
1 0.42896862742141145 37
1 0.3845471059286885 38
1 0.33742398974868953 39
1 0.28778525229247326 40
1 0.23582679497899667 41
1 0.18175367410171522 42
1 0.1257792915650725 43
1 0.06812455268467776 44
1 0.00901699437494713 45
1 0.0 46
1 0.0 47
1 0.0 48
1 0.0 49
1 0.0 50
1 0.0 51
1 0.0 52
1 0.0 53
1 0.0 54
1 0.0 55
1 0.0 56
1 0.0 57
1 0.0 58
1 0.0 59
1 0.0 60
1 0.0 61
1 0.0 62
1 0.0 63
1 0.0 64
1 0.0 65
1 0.0 66
1 0.0 67
1 0.0 68
1 0.0 69
1 0.0 70
1 0.0 71
1 0.0 72
1 0.0 73
1 0.0 74
1 0.0 75
1 0.0 76
1 0.0 77
1 0.0 78
1 0.0 79
1 0.0 80
1 0.0 81
1 0.0 82
1 0.0 83
1 0.0 84
1 0.0 85
1 0.0 86
1 0.0 87
1 0.0 88
1 0.0 89
1 0.0 90
1 0.0 91
1 0.0 92
1 0.0 93
1 0.0 94
1 0.0 95
1 0.0 96
1 0.0 97
1 0.0 98
1 0.0 99
