1 -0.4779937500000001 0
1 -0.5695327900000001 1
1 -0.6484695899999999 2
1 -0.7160175900000001 3
1 -0.7733287900000001 4
1 -0.8214937500000001 5
1 -0.8615415900000001 6
1 -0.8944399900000001 7
1 -0.92109519 8
1 -0.94235199 9
1 -0.95899375 10
1 -0.97174239 11
1 -0.98125839 12
1 -0.98814079 13
1 -0.99292719 14
1 -0.99609375 15
1 -0.99805519 16
1 -0.99916479 17
1 -0.99971439 18
1 -0.99993439 19
1 -0.99999375 20
1 -0.99999999 21
1 -0.99999919 22
1 -0.99997599 23
1 -0.99985359 24
1 -0.99949375 25
1 -0.99869679 26
1 -0.99720159 27
1 -0.99468559 28
1 -0.9907647900000001 29
1 -0.98499375 30
1 -0.97686559 31
1 -0.96581199 32
1 -0.95120319 33
1 -0.9323479899999999 34
1 -0.9084937500000001 35
1 -0.8788263900000001 36
1 -0.84247039 37
1 -0.79848879 38
1 -0.7458831899999999 39
1 -0.6835937499999998 40
1 -0.6104991900000001 41
1 -0.5254167900000001 42
1 -0.42710239000000005 43
1 -0.3142503899999999 44
1 -0.1854937499999998 45
1 0.3142503900000002 46
1 0.4271023899999997 47
1 0.5254167899999999 48
1 0.6104991899999999 49
1 0.68359375 50
1 0.74588319 51
1 0.7984887900000001 52
1 0.8424703900000001 53
1 0.8788263900000001 54
1 0.9084937500000001 55
1 0.9323479900000001 56
1 0.95120319 57
1 0.96581199 58
1 0.97686559 59
1 0.98499375 60
1 0.99076479 61
1 0.99468559 62
1 0.99720159 63
1 0.99869679 64
1 0.99949375 65
1 0.99985359 66
1 0.99997599 67
1 0.99999919 68
1 0.99999999 69
1 0.99999375 70
1 0.99993439 71
1 0.99971439 72
1 0.99916479 73
1 0.99805519 74
1 0.99609375 75
1 0.99292719 76
1 0.98814079 77
1 0.9812583899999999 78
1 0.97174239 79
1 0.95899375 80
1 0.9423519899999999 81
1 0.9210951900000002 82
1 0.8944399900000001 83
1 0.8615415900000001 84
1 0.8214937500000001 85
1 0.7733287900000001 86
1 0.7160175900000001 87
1 0.6484695899999999 88
1 0.5695327899999999 89
1 0.4779937499999998 90
1 0.3725775899999997 91
1 0.25194798999999946 92
1 0.11470718999999929 93
1 -0.040604009999999136 94
1 -0.25194799000000023 95
1 -0.37257759 96
1 -0.4779937500000001 97
1 -0.5695327900000001 98
1 -0.6484695899999999 99
