1 0.0 0
1 0.06279051952931337 1
1 0.12533323356430426 2
1 0.18738131458572463 3
1 0.2486898871648548 4
1 0.3090169943749474 5
1 0.368124552684678 6
1 0.4257792915650727 7
1 0.4817536741017153 8
1 0.5358267949789967 9
1 0.5877852522924731 10
1 0.6374239897486897 11
1 0.6845471059286887 12
1 0.7289686274214116 13
1 0.7705132427757893 14
1 0.8090169943749475 15
1 0.8443279255020151 16
1 0.8763066800438637 17
1 0.9048270524660196 18
1 0.9297764858882515 19
1 0.9510565162951535 20
1 0.9685831611286311 21
1 0.9822872507286887 22
1 0.9921147013144779 23
1 0.9980267284282716 24
1 1.0 25
1 0.9980267284282716 26
1 0.9921147013144778 27
1 0.9822872507286886 28
1 0.9685831611286311 29
1 0.9510565162951535 30
1 0.9297764858882513 31
1 0.9048270524660195 32
1 0.8763066800438635 33
1 0.844327925502015 34
1 0.8090169943749475 35
1 0.7705132427757893 36
1 0.7289686274214114 37
1 0.6845471059286885 38
1 0.6374239897486895 39
1 0.5877852522924732 40
1 0.5358267949789967 41
1 0.4817536741017152 42
1 0.4257792915650725 43
1 0.36812455268467775 44
1 0.3090169943749471 45
1 0.24868988716485482 46
1 0.18738131458572457 47
1 0.1253332335643041 48
1 0.06279051952931314 49
1 -3.216245299353273e-16 50
1 -0.06279051952931335 51
1 -0.12533323356430429 52
1 -0.18738131458572477 53
1 -0.24868988716485502 54
1 -0.30901699437494773 55
1 -0.3681245526846783 56
1 -0.42577929156507266 57
1 -0.4817536741017154 58
1 -0.5358267949789968 59
1 -0.5877852522924734 60
1 -0.63742398974869 61
1 -0.6845471059286887 62
1 -0.7289686274214116 63
1 -0.7705132427757894 64
1 -0.8090169943749473 65
1 -0.8443279255020153 66
1 -0.8763066800438636 67
1 -0.9048270524660198 68
1 -0.9297764858882515 69
1 -0.9510565162951535 70
1 -0.9685831611286312 71
1 -0.9822872507286887 72
1 -0.9921147013144779 73
1 -0.9980267284282716 74
1 -1.0 75
1 -0.9980267284282716 76
1 -0.9921147013144779 77
1 -0.9822872507286886 78
1 -0.9685831611286311 79
1 -0.9510565162951536 80
1 -0.9297764858882512 81
1 -0.9048270524660196 82
1 -0.8763066800438634 83
1 -0.844327925502015 84
1 -0.809016994374947 85
1 -0.770513242775789 86
1 -0.7289686274214116 87
1 -0.6845471059286883 88
1 -0.6374239897486896 89
1 -0.5877852522924726 90
1 -0.5358267949789963 91
1 -0.4817536741017153 92
1 -0.4257792915650722 93
1 -0.36812455268467786 94
1 -0.3090169943749468 95
1 -0.2486898871648545 96
1 -0.18738131458572468 97
1 -0.1253332335643038 98
1 -0.06279051952931326 99
